NOM_BORNE_RECHARGE,NOM_PARC,ADRESSE,VILLE,PROVINCE,NIVEAU_RECHARGE,MODE_TARIFICATION,TYPE_EMPLACEMENT,LONGITUDE,LATITUDE
"CEA-10190","1019 | BSR | AC |  10905 rue Basile-Routhier : Parc Basile-Routhier","10905A rue Basile Routhier Montréal QC H2C 3H5","Montréal","QC","Niveau 2","par heure",,-73.671649,45.557084
"CEA-10742","2023 | BSR | VSMPE | 8630 Berri","8630 Rue Berri Montréal QC H2P 2G4","Montréal","QC","Niveau 2","par heure","sur rue",-73.63738,45.545698
"CEA-10740","2024 | BSR | VSMPE | 7200 Hutchison","7200 Hutchison Montréal QC H3N 1Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.62305,45.529826
"CEA-10569","2024 | BSR | VSMPE | 7200 Hutchison","7200 Hutchison Montréal QC H3N 1Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.62305,45.529826
"CEA-10749","2025 | BSR | VSMPE | 7352 Drolet","7352A Drolet Montréal QC H2R 2C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.618645,45.538645
"CEA-10725","2025 | BSR | VSMPE | 7352 Drolet","7352A Drolet Montréal QC H2R 2C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.618645,45.538645
"CEA-10727","2026 | BSR | VSMPE | 151 Castelnau","151 Castelnau Montréal QC H2R 1P3","Montréal","QC","Niveau 2","par heure","sur rue",-73.61896,45.536733
"CEA-10758","2026 | BSR | VSMPE | 151 Castelnau","151 Castelnau Montréal QC H2R 1P3","Montréal","QC","Niveau 2","par heure","sur rue",-73.61896,45.536733
"CEA-11304","2027 | BSR | VSMPE | 7187 St-Hubert","7187 St-Hubert Montréal QC H2R 2N2","Montréal","QC","Niveau 2","par heure",,-73.61374,45.54103
"CEA-11290","2027 | BSR | VSMPE | 7187 St-Hubert","7187 St-Hubert Montréal QC H2R 2N2","Montréal","QC","Niveau 2","par heure",,-73.61374,45.54103
"CEA-11245","2028 | BSR | VSMPE | 405 Guizot","405 Rue Guizot E Montréal QC H2P 1M8","Montréal","QC","Niveau 2","par heure","sur rue",-73.632248,45.543788
"CEA-10795","2028 | BSR | VSMPE | 405 Guizot","405 Rue Guizot E Montréal QC H2P 1M8","Montréal","QC","Niveau 2","par heure","sur rue",-73.632248,45.543788
"CEA-11350","2029 | BSR | VSMPE | 20 Guizot","20 rue Guizot Est Montréal QC H2P 2L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.634232,45.540168
"CEA-11338","2029 | BSR | VSMPE | 20 Guizot","20 rue Guizot Est Montréal QC H2P 2L8","Montréal","QC","Niveau 2","par heure","sur rue",-73.634232,45.540168
"CEA-11134","2030 | BSR | VSMPE | 7350 Garnier","7350 Garnier Montréal QC H2E 3A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.611812,45.547512
"CEA-11442","2030 | BSR | VSMPE | 7350 Garnier","7350 Garnier Montréal QC H2E 3A3","Montréal","QC","Niveau 2","par heure","sur rue",-73.611812,45.547512
"CEA-11295","2031 | BSR | VSMPE | 3901 Jarry","3901 jarry E Montréal QC H1Z 2G1","Montréal","QC","Niveau 2","par heure","sur rue",-73.604919,45.569855
"CEA-11289","2031 | BSR | VSMPE | 3901 Jarry","3901 jarry E Montréal QC H1Z 2G1","Montréal","QC","Niveau 2","par heure","sur rue",-73.604919,45.569855
"CEA-11269","2032 | BSR | VSMPE | 9309 De Lille","9309 Rue de Lille Montréal QC H1Z 2P4","Montréal","QC","Niveau 2","par heure",,-73.636234,45.569295
"CEA-11135","2032 | BSR | VSMPE | 9309 De Lille","9309 Rue de Lille Montréal QC H1Z 2P4","Montréal","QC","Niveau 2","par heure",,-73.636234,45.569295
"CEA-11353","2033 | BSR | VSMPE | 7707 Shelley","7707 Shelley Montréal QC H2A 1H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.604732,45.562171
"CEA-11340","2033 | BSR | VSMPE | 7707 Shelley","7707 Shelley Montréal QC H2A 1H6","Montréal","QC","Niveau 2","par heure","sur rue",-73.604732,45.562171
"CEA-11129","2034 | BSR | VSMPE | 6900 Parc","6900 Av du Parc Montréal QC H3N 1W9","Montréal","QC","Niveau 2","par heure","sur rue",-73.618287,45.529095
"CEA-11197","2034 | BSR | VSMPE | 6900 Parc","6900 Av du Parc Montréal QC H3N 1W9","Montréal","QC","Niveau 2","par heure",,-73.618287,45.529095
"CEA-11797","2035 | BSR | VSMPE | 227 Gary Carter","227 Rue Gary-Carter Montréal QC H2R 2V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.624821,45.532189
"CEA-11809","2035 | BSR | VSMPE | 227 Gary Carter","227 Rue Gary-Carter Montréal QC H2R 2V7","Montréal","QC","Niveau 2","par heure","sur rue",-73.624821,45.532189
"CEA-12003","17022 | BSR | VER | 3856 Bannantyne","3856 Bannantyne Montréal QC H4G 1B7","Montréal","QC","Niveau 2","par heure",,-73.575333,45.46609
"CEA-12077","17023 | BSR | VER | 1150 Galt","1150 Galt Montréal QC H4G 2P9","Montréal","QC","Niveau 2","par heure","sur rue",-73.577675,45.462315
"CEA-11880","17023 | BSR | VER | 1150 Galt","1150 Galt Montréal QC H4G 2P9","Montréal","QC","Niveau 2","par heure","sur rue",-73.577675,45.462315
"CEA-11920","17025 | BSR | VER | 623 Woodland","623 Woodland Montréal QC H4H 1K6","Montréal","QC","Niveau 2","par heure","sur rue",-73.572932,45.45263
"CEA-11915","17025 | BSR | VER | 623 Woodland","623 Woodland Montréal QC H4H 1K6","Montréal","QC","Niveau 2","par heure","sur rue",-73.572932,45.45263
"CEA-12480","17026 | BSR | VER | 520 Régina","520 Régina Montréal QC H4G 2H3","Montréal","QC","Niveau 2","par heure","sur rue",-73.570123,45.467239
"CEA-12563","17026 | BSR | VER | 520 Régina","520 Régina Montréal QC H4G 2H3","Montréal","QC","Niveau 2","par heure","sur rue",-73.570123,45.467239
"CEA-13089","17027 | BSR | VER | 4501 Bannantyne","4501 Bannantyne Montréal QC H4G 1E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.576865,45.45953
"CEA-13062","17027 | BSR | VER | 4501 Bannantyne","4501 Bannantyne Montréal QC H4G 1E3","Montréal","QC","Niveau 2","par heure","sur rue",-73.576865,45.45953
"CEA-13086","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563078,45.45726
"CEA-13079","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563078,45.45726
"CEA-13066","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563078,45.45726
"CEA-13059","17028 | BHR | VER | 4700 Boul. LaSalle","4700 boul LaSalle Montréal QC H4G 3G2","Montréal","QC","Niveau 2","par heure",,-73.563078,45.45726
"CEA-13046","17029 | BSR | VER | 260 5e Ave","260 5e ave Montréal QC H4G 2Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.568215,45.4561
"CEA-13075","17029 | BSR | VER | 260 5e Ave","260 5e ave Montréal QC H4G 2Z2","Montréal","QC","Niveau 2","par heure","sur rue",-73.568215,45.4561
"CEA-13349","17030 | BSR | VER | 202 rue Corot","202 Rue Corot Montréal QC H3E 1C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.543828,45.457901
"CEA-13337","17030 | BSR | VER | 202 rue Corot","202 Rue Corot Montréal QC H3E 1C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.543828,45.457901
"CEA-13347","17030 | BSR | VER | 202 rue Corot","202 Rue Corot Montréal QC H3E 1C2","Montréal","QC","Niveau 2","par heure",,-73.543828,45.457901
"CEA-12833","17030 | BSR | VER | 202 rue Corot","202 Rue Corot Montréal QC H3E 1C2","Montréal","QC","Niveau 2","par heure","sur rue",-73.543828,45.457901
"CEA-13658","17031 | BSR | VER | 1185 Hickson","1185 Hickson Montréal QC H4G 2L3","Montréal","QC","Niveau 2","par heure",,-73.579533,45.465511
"CEA-13733","17031 | BSR | VER | 1185 Hickson","1185 Hickson Montréal QC H4G 2L3","Montréal","QC","Niveau 2","par heure",,-73.579533,45.465511
"CEA-12832","17032 | BBHR | VER | 1028 Avenue Brown : Parc Wilson","1028 Avenue Brown Montréal QC H4H 2A8","Montréal","QC","Niveau 2","par heure",,-73.57828,45.44843
"CEA-12835","17032 | BBHR | VER | 1028 Avenue Brown : Parc Wilson","1028 Avenue Brown Montréal QC H4H 2A8","Montréal","QC","Niveau 2","par heure",,-73.57828,45.44843
"CEA-14509","17033 | BSR | VER | 301 Chemin du club Marin","301 Chemin du club Marin Montréal QC H3E 1V9","Montréal","QC","Niveau 2","par heure",,-73.555049,45.459159
"CEA-14508","17033 | BSR | VER | 301 Chemin du club Marin","301 Chemin du club Marin Montréal QC H3E 1V9","Montréal","QC","Niveau 2","par heure",,-73.555049,45.459159
"CEA-14582","17033 | BSR | VER | 301 Chemin du club Marin","301 Chemin du club Marin Montréal QC H3E 1V9","Montréal","QC","Niveau 2","par heure",,-73.555049,45.459159
"CEA-15663","17033 | BSR | VER | 301 Chemin du club Marin","301 Chemin du club Marin Montréal QC H3E 1V9","Montréal","QC","Niveau 2","par heure",,-73.555049,45.459159
"CEA-14822","17036 | BSR | VER | 384 Desmarchais","384 Boulevard Desmarchais Montréal QC H4H 1S4","Montréal","QC","Niveau 2","par heure",,-73.571504,45.454733
"CEA-14725","17036 | BSR | VER | 384 Desmarchais","384 Boulevard Desmarchais Montréal QC H4H 1S4","Montréal","QC","Niveau 2","par heure",,-73.571504,45.454733
"CEA-15398","17036 | BSR | VER | 384 Desmarchais","384 Boulevard Desmarchais Montréal QC H4H 1S4","Montréal","QC","Niveau 2","par heure",,-73.571504,45.454733
"CEA-15362","17080 | BBHR  | VER | 201 Berlioz : La Station","201 rue Berlioz Ile des Soeurs QC H3E 1C1","Ile des Soeurs","QC","Niveau 2","par heure",,-73.54423,45.459993
"CEA-13320","17081 | BBHR | VER | 790 Willibrord : Hôtel de ville","790 Rue Willibrord Montréal QC H4G 2T9","Montréal","QC","Niveau 2","par heure",,-73.57435,45.459464
"CEA-12620","17081 | BBHR | VER | 790 Willibrord : Hôtel de ville","790 Rue Willibrord Montréal QC H4G 2T9","Montréal","QC","Niveau 2","par heure",,-73.57435,45.459464
"CEA-11226","18001 | BSR | PIRO | 10 du Centre Commercial","10 Centre commercial Montréal QC H8Y 2N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.806766,45.509605
"CEA-11214","18001 | BSR | PIRO | 10 du Centre Commercial","10 Centre commercial Montréal QC H8Y 2N9","Montréal","QC","Niveau 2","par heure","sur rue",-73.806766,45.509605
"CEA-12108","18002 | BSR | PIRO | 14899 Oakwood – Parc Alexander","14899 Oakwood – Parc Alexander Montréal QC H9H 1Y1","Montréal","QC","Niveau 2","par heure",,-73.855513,45.475098
"CEA-12117","18002 | BSR | PIRO | 14899 Oakwood – Parc Alexander","14899 Oakwood – Parc Alexander Montréal QC H9H 1Y1","Montréal","QC","Niveau 2","par heure",,-73.855513,45.475098
"CEA-10167","18003 | BBHR | PIRO | 155 rue Rose - Parc des Anciens Combattants","155 rue Rose - Parc des Anciens Combattants Montréal QC H8Y 2B8","Montréal","QC","Niveau 2","par heure","sur rue",-73.783313,45.509098
"CEA-12298","18004 | BSR | PIRO | 20099 Gouin O. - Parc nature Cap St-Jacques","20099 Gouin O. Montréal QC H9K 1C6","Montréal","QC","Niveau 2","par heure","sur rue",-73.939758,45.461711
"CEA-12304","18004 | BSR | PIRO | 20099 Gouin O. - Parc nature Cap St-Jacques","20099 Gouin O. Montréal QC H9K 1C6","Montréal","QC","Niveau 2","par heure","sur rue",-73.939758,45.461711
"CEA-12105","18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse","9432 Boul. Gouin O. Montréal QC H8Y 1T4","Montréal","QC","Niveau 2","par heure","sur rue",-73.763468,45.506864
"CEA-12113","18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse","9432 Boul. Gouin O. Montréal QC H8Y 1T4","Montréal","QC","Niveau 2","par heure","sur rue",-73.763468,45.506864
"CEA-10158","18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse","9432 Boul. Gouin O. Montréal QC H8Y 1T4","Montréal","QC","Niveau 2","par heure","sur rue",-73.763468,45.506864
"CEA-10155","18005 | BSR | PIRO | 9432 Boul. Gouin O. - Parc Nature Bois de Liesse","9432 Boul. Gouin O. Montréal QC H8Y 1T4","Montréal","QC","Niveau 2","par heure","sur rue",-73.763468,45.506864
"CEA-13506","18006 | BSR | PIRO | 9625 Gouin","9625 Gouin  Montréal QC H8Y 1R4","Montréal","QC","Niveau 2","par heure",,-73.781735,45.504183
"CEA-13489","18006 | BSR | PIRO | 9625 Gouin","9625 Gouin  Montréal QC H8Y 1R4","Montréal","QC","Niveau 2","par heure",,-73.781735,45.504183
"CEA-13657","17012 | BSR | VER | 164 Rhéaume","164 Rhéaume Montréal QC H4G 3C2","Montréal","QC","Niveau 2","par heure",,-73.565413,45.468068
"CEA-11347","3029 | BSR | RPP | 5918 24e Avenue","5918 24e Avenue Montréal QC H1T 3M3","Montréal","QC","Niveau 2","par heure","sur rue",-73.573238,45.562055
"CEA-11447","3030 | BSR | RPP | 6778 Henri-Julien","6778 Henri-Julien Montréal QC H2S 2V3","Montréal","QC","Niveau 2","par heure","sur rue",-73.610895,45.535097
"CEA-11224","3030 | BSR | RPP | 6778 Henri-Julien","6778 Henri-Julien Montréal QC H2S 2V3","Montréal","QC","Niveau 2","par heure",,-73.610895,45.535097
"CEA-11480","3031 | BSR | RPP | 6679 Rue Garnier","6679 Rue Garnier Montréal QC H2G 3A2","Montréal","QC","Niveau 2","par heure","sur rue",-73.601371,45.542864
"CEA-11464","3031 | BSR | RPP | 6679 Rue Garnier","6679 Rue Garnier Montréal QC H2G 3A2","Montréal","QC","Niveau 2","par heure","sur rue",-73.601371,45.542864
"CEA-11020","3032 | BSR | RPP | 1201 Bélanger","1201 Rue Bélanger Montréal QC H2S 1H7","Montréal","QC","Niveau 2","par heure","sur rue",-73.607728,45.541863
"CEA-11305","3032 | BSR | RPP | 1201 Bélanger","1201 Rue Bélanger Montréal QC H2S 1H7","Montréal","QC","Niveau 2","par heure","sur rue",-73.607728,45.541863
"CEA-11330","3033 | BSR | RPP | 6517 Jeanne Mance","6517 Rue Jeanne-Mance Montréal QC H2V 4L1","Montréal","QC","Niveau 2","par heure","sur rue",-73.61247,45.5278
"CEA-11318","3033 | BSR | RPP | 6517 Jeanne Mance","6517 Rue Jeanne-Mance Montréal QC H2V 4L1","Montréal","QC","Niveau 2","par heure","sur rue",-73.61247,45.5278
"CEA-11223","3034 | BSR | RPP | 1312 des Carrières","1312 des Carrières Montréal QC H2G 1V8","Montréal","QC","Niveau 2","par heure","sur rue",-73.591032,45.536407
"CEA-11503","3034 | BSR | RPP | 1312 des Carrières","1312 des Carrières Montréal QC H2G 1V8","Montréal","QC","Niveau 2","par heure","sur rue",-73.591032,45.536407
"CEA-12018","3035 | BSR | RPP | 5415 13e Avenue","5415 13e Avenue Montréal QC H1X 2Y2","Montréal","QC","Niveau 2","par heure",,-73.572792,45.552301
"CEA-11561","3035 | BSR | RPP | 5415 13e Avenue","5415 13e Avenue Montréal QC H1X 2Y2","Montréal","QC","Niveau 2","par heure","sur rue",-73.572792,45.552301
"CEA-11091","3036 | BSR | RPP | 2980 Bélanger","2980 Bélanger Montréal QC H1Y 1A9","Montréal","QC","Niveau 2","par heure","sur rue",-73.596116,45.554758
"CEA-11564","3036 | BSR | RPP | 2980 Bélanger","2980 Bélanger Montréal QC H1Y 1A9","Montréal","QC","Niveau 2","par heure","sur rue",-73.596116,45.554758
"CEA-11862","3037 | BSR | RPP | 3535 Rachel","3535 Rachel Montréal QC H1W 1A8","Montréal","QC","Niveau 2","par heure","sur rue",-73.558424,45.549806
"CEA-11407","3037 | BSR | RPP | 3535 Rachel","3535 Rachel Montréal QC H1W 1A8","Montréal","QC","Niveau 2","par heure","sur rue",-73.558424,45.549806
"CEA-12009","3038 | BSR | RPP | 2228 Beaubien","2228 Beaubien Montréal QC H2G 1M9","Montréal","QC","Niveau 2","par heure","sur rue",-73.593456,45.546687
"CEA-12022","3038 | BSR | RPP | 2228 Beaubien","2228 Beaubien Montréal QC H2G 1M9","Montréal","QC","Niveau 2","par heure","sur rue",-73.593456,45.546687
"CEA-12004","3039 | BSR | RPP | 2550 Beaubien","2550 Beaubien Montréal QC H1Y 1G3","Montréal","QC","Niveau 2","par heure","sur rue",-73.59074,45.549814
"CEA-11861","3039 | BSR | RPP | 2550 Beaubien","2550 Beaubien Montréal QC H1Y 1G3","Montréal","QC","Niveau 2","par heure","sur rue",-73.59074,45.549814
"CEA-12010","3040 | BSR | RPP | 6420 Cartier","6420 Cartier Montréal QC H2G 2V6","Montréal","QC","Niveau 2","par heure","sur rue",-73.59579,45.54361
"CEA-12017","3040 | BSR | RPP | 6420 Cartier","6420 Cartier Montréal QC H2G 2V6","Montréal","QC","Niveau 2","par heure",,-73.59579,45.54361
"CEA-12537","3041 | BSR | RPP | 3400 Place Joseph N Drapeau","3400 Place Joseph N Drapeau Montréal QC H1X 3J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.561072,45.548419
"CEA-12826","2046 | BSR | VSMPE | 7255 Alexandra","7255 Alexandra Montréal QC H2R 2Y9","Montréal","QC","Niveau 2","par heure","sur rue",-73.621508,45.533
"CEA-13064","2047 | BSR | VSMPE | 4115 48e Rue - Parc Ovila-Legaré","4115 48e Rue Montréal QC H1Z 3W3","Montréal","QC","Niveau 2","par heure",,-73.622511,45.581199
"CEA-13085","2047 | BSR | VSMPE | 4115 48e Rue - Parc Ovila-Legaré","4115 48e Rue Montréal QC H1Z 3W3","Montréal","QC","Niveau 2","par heure",,-73.622511,45.581199
"CEA-12775","2048 | BSR | VSMPE | 8146 Drolet","8146 Drolet Montréal QC H2P 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630114,45.541976
"CEA-12774","2048 | BSR | VSMPE | 8146 Drolet","8146 Drolet Montréal QC H2P 2H5","Montréal","QC","Niveau 2","par heure","sur rue",-73.630114,45.541976
"CEA-13470","2049 | BSR | VSMPE | 7851 Stuart","7851 Stuart Montréal QC H3N 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.633869,45.527646
"CEA-13471","2049 | BSR | VSMPE | 7851 Stuart","7851 Stuart Montréal QC H3N 2R6","Montréal","QC","Niveau 2","par heure","sur rue",-73.633869,45.527646
"CEA-13599","2050 | BSR | VSMPE | 8090 des Érables","8090 Des Erables Montréal QC H2E 2S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.616117,45.556216
"CEA-13604","2050 | BSR | VSMPE | 8090 des Érables","8090 Des Erables Montréal QC H2E 2S3","Montréal","QC","Niveau 2","par heure","sur rue",-73.616117,45.556216
"CEA-13605","2051 | BSR | VSMPE | 7500 St-Hubert","7500 St-Hubert Montréal QC H2R 2N6","Montréal","QC","Niveau 2","par heure",,-73.618225,45.542787
"CEA-13600","2051 | BSR | VSMPE | 7500 St-Hubert","7500 St-Hubert Montréal QC H2R 2N6","Montréal","QC","Niveau 2","par heure",,-73.618225,45.542787
"CEA-12850","2052 | BSR | VSMPE | 8212 des Belges","8212 avenue des Belges Montréal QC H2P 2B6","Montréal","QC","Niveau 2","par heure",,-73.629019,45.546138
"CEA-12852","2052 | BSR | VSMPE | 8212 des Belges","8212 avenue des Belges Montréal QC H2P 2B6","Montréal","QC","Niveau 2","par heure",,-73.629019,45.546138
"CEA-13480","2053 | BSR | VSMPE | 26 Gounod","26 Gounod Montréal QC H2R 1A4","Montréal","QC","Niveau 2","par heure",,-73.628203,45.538292
"CEA-13469","2053 | BSR | VSMPE | 26 Gounod","26 Gounod Montréal QC H2R 1A4","Montréal","QC","Niveau 2","par heure",,-73.628203,45.538292
"CEA-13468","2054 | BSR | VSMPE | 7904 av. Querbes","7904 Avenue Querbes Montréal QC H3N 2C1","Montréal","QC","Niveau 2","par heure",,-73.632416,45.53094
"CEA-13475","2054 | BSR | VSMPE | 7904 av. Querbes","7904 Avenue Querbes Montréal QC H3N 2C1","Montréal","QC","Niveau 2","par heure",,-73.632416,45.53094
"CEA-13777","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618688,45.546478
"CEA-13769","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618688,45.546478
"CEA-13772","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618688,45.546478
"CEA-13773","2055 | BSR | VSMPE | 7680 rue de la Roche","7680 Rue de la Roche Montréal QC H2R 2T5","Montréal","QC","Niveau 2","par heure",,-73.618688,45.546478
"CEA-14588","2056 | BSR | VSMPE | 971 rue Leman","971 Rue Leman Montréal QC H2P 1P5","Montréal","QC","Niveau 2","par heure",,-73.630204,45.548727
"CEA-14590","2056 | BSR | VSMPE | 971 rue Leman","971 Rue Leman Montréal QC H2P 1P5","Montréal","QC","Niveau 2","par heure",,-73.630204,45.548727
"CEA-14551","2056 | BSR | VSMPE | 971 rue Leman","971 Rue Leman Montréal QC H2P 1P5","Montréal","QC","Niveau 2","par heure",,-73.630204,45.548727
"CEA-14550","2056 | BSR | VSMPE | 971 rue Leman","971 Rue Leman Montréal QC H2P 1P5","Montréal","QC","Niveau 2","par heure",,-73.630204,45.548727
"CEA-12530","3041 | BSR | RPP | 3400 Place Joseph N Drapeau","3400 Place Joseph N Drapeau Montréal QC H1X 3J1","Montréal","QC","Niveau 2","par heure","sur rue",-73.561072,45.548419
"CEA-12570","3042 | BSR | RPP | 3270 Beaubien","3270 Beaubien Montréal QC H1X 3C9","Montréal","QC","Niveau 2","par heure","sur rue",-73.585706,45.555577
"CEA-12521","3042 | BSR | RPP | 3270 Beaubien","3270 Beaubien Montréal QC H1X 3C9","Montréal","QC","Niveau 2","par heure","sur rue",-73.585706,45.555577
"CEA-12572","3043 | BSR | RPP | 3985 Masson","3985 Masson Montréal QC H1X 1T6","Montréal","QC","Niveau 2","par heure","sur rue",-73.569243,45.558012
"CEA-12561","3043 | BSR | RPP | 3985 Masson","3985 Masson Montréal QC H1X 1T6","Montréal","QC","Niveau 2","par heure","sur rue",-73.569243,45.558012
"CEA-12535","3044 | BSR | RPP | 165 Mozart","165 Mozart Montréal QC H2S 1C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.617038,45.531396
"CEA-12539","3044 | BSR | RPP | 165 Mozart","165 Mozart Montréal QC H2S 1C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.617038,45.531396
"CEA-12425","3045 | BSR | RPP | 6715 Des Écores","6715 Des Ecores Montréal QC H2G 2J9","Montréal","QC","Niveau 2","par heure","sur rue",-73.596405,45.549386
"CEA-12440","3045 | BSR | RPP | 6715 Des Écores","6715 Des Ecores Montréal QC H2G 2J9","Montréal","QC","Niveau 2","par heure","sur rue",-73.596405,45.549386
"CEA-12287","3046 | BSR | RPP | 5554 18E ave","5554 18e Avenue Montréal QC H1X 2P4","Montréal","QC","Niveau 2","par heure",,-73.572651,45.556557
"CEA-12297","3046 | BSR | RPP | 5554 18E ave","5554 18e Avenue Montréal QC H1X 2P4","Montréal","QC","Niveau 2","par heure","sur rue",-73.572651,45.556557
"CEA-11971","3047 | BSR | RPP | 30430 Cuvilier","3430 Cuvilier Montréal QC H1W 1C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.55608,45.546656
"CEA-12052","3047 | BSR | RPP | 30430 Cuvilier","3430 Cuvilier Montréal QC H1W 1C7","Montréal","QC","Niveau 2","par heure","sur rue",-73.55608,45.546656
"CEA-12475","3048 | BSR | RPP | 6921 St-Vallier","6921 St-Vallier Montréal QC H2S 1G4","Montréal","QC","Niveau 2","par heure","sur rue",-73.610975,45.537832
"CEA-12474","3048 | BSR | RPP | 6921 St-Vallier","6921 St-Vallier Montréal QC H2S 1G4","Montréal","QC","Niveau 2","par heure","sur rue",-73.610975,45.537832
"CEA-12536","3049 | BSR | RPP | 5759 2e avenue","5759 2e avenue Montréal QC H1Y 2X9","Montréal","QC","Niveau 2","par heure","sur rue",-73.582037,45.547627
"CEA-12538","3049 | BSR | RPP | 5759 2e avenue","5759 2e avenue Montréal QC H1Y 2X9","Montréal","QC","Niveau 2","par heure","sur rue",-73.582037,45.547627
"CEA-12525","3050 | BSR | RPP | 6776 Boyer","6776 Boyer Montréal QC H2S 2J7","Montréal","QC","Niveau 2","par heure","sur rue",-73.606817,45.539041
"CEA-12526","3050 | BSR | RPP | 6776 Boyer","6776 Boyer Montréal QC H2S 2J7","Montréal","QC","Niveau 2","par heure","sur rue",-73.606817,45.539041
"CEA-12436","3051 | BSR | RPP | 6889 Des Érables","6889 Des Erables Montréal QC H2G 1E8","Montréal","QC","Niveau 2","par heure","sur rue",-73.599582,45.548836
"CEA-12438","3051 | BSR | RPP | 6889 Des Érables","6889 Des Erables Montréal QC H2G 1E8","Montréal","QC","Niveau 2","par heure","sur rue",-73.599582,45.548836
"CEA-12979","3052 | BSR | RPP | 7010 Casgrain","7010 Casgrain Montréal QC H3S 3A2","Montréal","QC","Niveau 2","par heure",,-73.615014,45.534812
"CEA-13043","3052 | BSR | RPP | 7010 Casgrain","7010 Casgrain Montréal QC H3S 3A2","Montréal","QC","Niveau 2","par heure",,-73.615014,45.534812
"CEA-13093","3052 | BSR | RPP | 7010 Casgrain","7010 Casgrain Montréal QC H3S 3A2","Montréal","QC","Niveau 2","par heure",,-73.615014,45.534812
"CEA-13044","3052 | BSR | RPP | 7010 Casgrain","7010 Casgrain Montréal QC H3S 3A2","Montréal","QC","Niveau 2","par heure",,-73.615014,45.534812
"CEA-13426","3053 | BSR | RPP | 3965 Beaubien","3965 Beaubien Montréal QC H1X 1H5","Montréal","QC","Niveau 2","par heure",,-73.580543,45.561756
"CEA-10947","3018 | BSR | RPP | 6208 5e avenue","6208 5e avenue Montréal QC H1Y 2T7","Montréal","QC","Niveau 2","par heure","sur rue",-73.585567,45.550917
"CEA-10748","3018 | BSR | RPP | 6208 5e avenue","6208 5e avenue Montréal QC H1Y 2T7","Montréal","QC","Niveau 2","par heure","sur rue",-73.585567,45.550917
"CEA-10810","3019 | BSR | RPP | 6501 St-Laurent","6501A St-Laurent Montréal QC H2S 3C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.608664,45.530366
"CEA-10545","3019 | BSR | RPP | 6501 St-Laurent","6501A St-Laurent Montréal QC H2S 3C4","Montréal","QC","Niveau 2","par heure","sur rue",-73.608664,45.530366
"CEA-10843","3020 | BSR | RPP | 3810 Rosemont","3810 boul. Rosemont Montréal QC H1X 2P6","Montréal","QC","Niveau 2","par heure","sur rue",-73.576045,45.5578
"CEA-10654","3020 | BSR | RPP | 3810 Rosemont","3810 boul. Rosemont Montréal QC H1X 2P6","Montréal","QC","Niveau 2","par heure","sur rue",-73.576045,45.5578
"CEA-10873","3021 | BSR | RPP | 6919 19e ave","6919 19e ave Montréal QC H1X 2T5","Montréal","QC","Niveau 2","par heure","sur rue",-73.588902,45.562636
"CEA-10651","3021 | BSR | RPP | 6919 19e ave","6919 19e ave Montréal QC H1X 2T5","Montréal","QC","Niveau 2","par heure","sur rue",-73.588902,45.562636
